Molecule,=O,O,C,N,-O,=N,=N-O,-tBu,-C(=O)H,-C(=O)CH3,-C(=O)N,-N,-C#CH,-C#N,#N,-OEt,-OMe,-cPropyl,-X,F,-CF3,=NCH3,-NC(=O)CH3,-C(=O)O,-C(=O)OMe,mu,alpha,homo,lumo,gap,r2,zpve,U0,U,H,G,Cv
OC1C[NH2+]C1C([O-])=O,1.0,3.0,4,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.7926,56.59,-0.2519,0.0088,0.2606,853.4386,0.119698,-436.945241,-436.937833,-436.936889,-436.977629,27.06
CC(C#C)C1CC1C,0.0,0.0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6065,80.72,-0.2555,0.0562,0.3117,1119.5846,0.174845,-311.829111,-311.819752,-311.818808,-311.863025,34.73
CC(C#C)C1CC1O,0.0,1.0,7,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2618,73.45,-0.2562,0.0496,0.3059,1034.7253,0.15158,-347.753542,-347.74467,-347.743726,-347.78691,33.137
CC(C#C)C1CN1C,0.0,0.0,7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3126,77.56,-0.2254,0.05,0.2754,1073.1223,0.163085,-327.859954,-327.850783,-327.849838,-327.893575,33.71
CC(C#C)C1OC1C,0.0,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2375,73.66,-0.259,0.0481,0.3072,1094.039,0.150813,-347.756832,-347.747691,-347.746747,-347.790797,33.095
CC(C#C)N1CC1C,0.0,0.0,7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3203,77.75,-0.2278,0.0492,0.277,1053.8251,0.162772,-327.862681,-327.853525,-327.852581,-327.896177,33.865
CC(C#N)C1CC1C,0.0,0.0,7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9419,75.58,-0.2858,0.0374,0.3231,1092.5433,0.164694,-327.938456,-327.929472,-327.928527,-327.972204,32.598
CC(C#N)C1CC1O,0.0,1.0,6,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2644,68.7,-0.2721,0.0441,0.3161,1040.8687,0.1412,-363.860652,-363.852045,-363.851101,-363.893948,31.253
CC(C#N)C1CN1C,0.0,0.0,6,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1354,72.44,-0.2397,0.0305,0.2702,1047.0084,0.152856,-343.968194,-343.959381,-343.958437,-344.001677,31.616
CC(C#N)C1NC1C,0.0,0.0,6,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5701,72.27,-0.2637,0.0371,0.3008,1082.6172,0.153366,-343.982458,-343.973586,-343.972642,-344.016285,31.761
CC(C#N)C1OC1C,0.0,1.0,6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4029,68.67,-0.2809,0.0278,0.3087,1068.21,0.14049,-363.864689,-363.855883,-363.854939,-363.898553,31.059
CC(C#N)N1CC1C,0.0,0.0,6,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1913,72.65,-0.2467,0.0301,0.2768,1028.0451,0.152546,-343.970808,-343.962001,-343.961057,-344.004209,31.786
CC1CC1C(N)C#N,0.0,0.0,6,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5569,71.89,-0.2669,0.025,0.2919,1009.6481,0.15409,-343.978519,-343.969748,-343.968804,-344.011928,31.968
CC1CC1C(O)C#C,0.0,1.0,7,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3592,74.22,-0.2613,0.0334,0.2947,1110.7944,0.151274,-347.750664,-347.741487,-347.740543,-347.784525,33.504
CC1CC1C(O)C#N,0.0,1.0,6,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.822,69.07,-0.2907,0.0135,0.3042,1084.3106,0.140995,-363.857735,-363.848934,-363.84799,-363.891429,31.429
CC1NC1C(N)C#N,0.0,0.0,5,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.4645,69.1,-0.2601,0.0223,0.2825,1085.8102,0.14236,-360.02066,-360.011879,-360.010935,-360.054291,31.379
CC1NC1C(O)C#C,0.0,1.0,6,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2794,70.9,-0.2477,0.0299,0.2776,1093.9732,0.139848,-363.793246,-363.784135,-363.78319,-363.827356,32.704
CC1NC1C(O)C#N,0.0,1.0,5,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3352,65.76,-0.2675,0.0094,0.2769,1067.3968,0.129566,-379.899757,-379.891049,-379.890105,-379.933586,30.631
CC1OC1C(N)C#N,0.0,1.0,5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5009,65.02,-0.2665,0.0194,0.2859,966.8279,0.129668,-379.899487,-379.890839,-379.889895,-379.93331,30.489
CC1OC1C(O)C#C,0.0,2.0,6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3062,67.22,-0.2607,0.0221,0.2829,1073.4431,0.127067,-383.675298,-383.666313,-383.665369,-383.709275,31.938
CC1OC1C(O)C#N,0.0,2.0,5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2141,62.1,-0.2829,0.0002,0.2831,1047.101,0.116715,-399.780274,-399.77167,-399.770726,-399.814102,29.895
CN1CC1C(N)C#N,0.0,0.0,5,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4662,69.9,-0.2407,0.0222,0.2629,1058.781,0.142186,-360.010283,-360.001634,-360.00069,-360.043535,31.066
CN1CC1C(O)C#C,0.0,1.0,6,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1509,71.35,-0.2295,0.0268,0.2562,1065.5355,0.139577,-363.781616,-363.772694,-363.77175,-363.815043,32.43
CN1CC1C(O)C#N,0.0,1.0,5,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8073,66.31,-0.2475,0.0062,0.2537,1039.4634,0.129248,-379.887539,-379.878992,-379.878048,-379.920781,30.377
NC(C#N)C1CC1O,0.0,1.0,5,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.37,65.35,-0.2406,0.0141,0.2548,1022.4638,0.131318,-379.903646,-379.895654,-379.89471,-379.936181,29.782
OC(C#C)C1CC1O,0.0,2.0,6,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6798,66.57,-0.233,0.0177,0.2507,1020.262,0.128566,-383.674691,-383.666385,-383.665441,-383.707385,31.328
OC(C#N)C1CC1O,0.0,2.0,5,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6265,61.59,-0.2512,-0.0041,0.2471,998.0361,0.118102,-399.779557,-399.77157,-399.770626,-399.812141,29.402
CC(C=O)C1CC1C,1.0,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6093,75.79,-0.2414,-0.017,0.2244,1110.5698,0.174759,-349.007595,-348.99818,-348.997236,-349.042274,33.589
CC(C=O)C1CC1O,1.0,2.0,6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0385,68.1,-0.2457,-0.0408,0.2049,994.046,0.151914,-384.935365,-384.926772,-384.925828,-384.968536,31.459
CC(C=O)C1CN1C,1.0,1.0,6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5356,72.55,-0.2306,-0.0239,0.2067,1071.7604,0.162918,-365.038145,-365.028891,-365.027946,-365.07264,32.625
CC(C=O)C1NC1C,1.0,1.0,6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9533,72.44,-0.2463,-0.0212,0.2251,1112.2533,0.163415,-365.05055,-365.041247,-365.040303,-365.085475,32.736
CC(C=O)C1OC1C,1.0,2.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2857,68.83,-0.25,-0.0291,0.221,1100.0618,0.150585,-384.933444,-384.924221,-384.923276,-384.968389,32.027
CC(C=O)N1CC1C,1.0,1.0,6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5597,72.63,-0.238,-0.0219,0.2161,1072.8814,0.162703,-365.042988,-365.033753,-365.032809,-365.077401,32.767
CC1CC1C(O)C=O,1.0,2.0,6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4069,69.38,-0.2626,-0.0348,0.2278,1125.6665,0.151747,-384.936214,-384.927456,-384.926511,-384.969896,31.65
CC1CC1N(C)C=O,1.0,1.0,6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8401,73.07,-0.2362,0.0284,0.2646,1072.6568,0.164831,-365.074864,-365.066005,-365.065061,-365.108322,32.006
CC1NC1C(O)C=O,1.0,2.0,5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4262,65.96,-0.2534,-0.0353,0.2181,1109.3943,0.140526,-400.979566,-400.970971,-400.970026,-401.013197,30.759
CC1OC1C(O)C=O,1.0,3.0,5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7956,62.22,-0.2715,-0.0424,0.2291,1088.6071,0.127628,-420.861627,-420.853111,-420.852167,-420.895255,30.039
CN(C=O)C1CC1O,1.0,2.0,5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7265,66.17,-0.234,0.0309,0.2649,1016.9236,0.141097,-400.995181,-400.986559,-400.985615,-401.02843,30.826
CN1CC1C(O)C=O,1.0,2.0,5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4605,66.83,-0.2372,-0.0418,0.1954,1080.5104,0.139946,-400.966366,-400.957817,-400.956873,-400.999813,30.623
OC(C=O)C1CC1O,1.0,3.0,5,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5365,61.74,-0.2361,-0.0455,0.1907,984.0552,0.128922,-420.860838,-420.852879,-420.851935,-420.893433,29.584
CC1CC1C(=O)C#C,1.0,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7124,74.29,-0.2596,-0.0564,0.2032,1043.9173,0.128444,-346.576212,-346.56785,-346.566906,-346.609207,30.486
CC1CC1C(=O)C#N,1.0,1.0,6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3481,68.83,-0.2893,-0.0836,0.2057,1022.1127,0.117836,-362.677467,-362.66939,-362.668446,-362.710342,28.697
CC1CN1C(=N)C#N,0.0,0.0,5,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1791,69.13,-0.2612,-0.0537,0.2075,927.9641,0.118744,-358.830448,-358.822497,-358.821553,-358.863014,28.421
CC1CN1C(=O)C#C,1.0,1.0,6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4754,70.06,-0.256,-0.039,0.217,975.8224,0.116767,-362.624385,-362.616126,-362.615181,-362.65722,29.521
CC1CN1C(=O)C#N,1.0,1.0,5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.9814,64.9,-0.2826,-0.064,0.2186,957.3501,0.106211,-378.72604,-378.718063,-378.717119,-378.758776,27.725
CC1NC1C(=O)C#C,1.0,1.0,6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9644,70.68,-0.2559,-0.0616,0.1942,1029.8841,0.116874,-362.612324,-362.604061,-362.603116,-362.645359,29.688
CC1NC1C(=O)C#N,1.0,1.0,5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.515,65.31,-0.2795,-0.0898,0.1897,1005.787,0.106217,-378.712966,-378.704987,-378.704043,-378.745868,27.918
CC1OC1C(=O)C#C,1.0,2.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6176,66.59,-0.269,-0.0716,0.1974,1003.0092,0.103977,-382.494244,-382.486064,-382.485119,-382.527234,28.924
CC1OC1C(=O)C#N,1.0,2.0,5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4358,61.3,-0.2982,-0.1008,0.1974,979.7401,0.093264,-398.59329,-398.585384,-398.58444,-398.626148,27.198
CN1CC1C(=O)C#C,1.0,1.0,6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7163,72.06,-0.2366,-0.0681,0.1685,1010.5997,0.116554,-362.603532,-362.595311,-362.594366,-362.636419,29.527
CN1CC1C(=O)C#N,1.0,1.0,5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4325,66.77,-0.2585,-0.0961,0.1624,990.5088,0.105915,-378.703423,-378.695495,-378.694551,-378.736153,27.753
OC1CC1C(=O)C#C,1.0,2.0,6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2323,68.24,-0.2497,-0.0668,0.1829,983.43,0.105099,-382.502354,-382.494651,-382.493707,-382.534504,28.606
OC1CC1C(=O)C#N,1.0,2.0,5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8759,62.83,-0.2717,-0.0921,0.1796,959.4142,0.09439,-398.602155,-398.594703,-398.593759,-398.634178,26.971
CC1CC1C(=O)C=O,2.0,2.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7448,67.57,-0.2472,-0.091,0.1563,1026.7972,0.12857,-383.753331,-383.745056,-383.744111,-383.786469,29.405
CC1CN1C(=N)C=O,1.0,1.0,5,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3842,68.65,-0.247,-0.0728,0.1742,1029.6828,0.129371,-379.903512,-379.89533,-379.894386,-379.936362,29.179
CC1CN1C(=O)C=O,2.0,2.0,5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5134,63.97,-0.2485,-0.0785,0.17,952.8215,0.116814,-399.801724,-399.793486,-399.792542,-399.834805,28.547
CC1NC1C(=O)C=O,2.0,2.0,5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2101,64.17,-0.247,-0.0966,0.1505,1011.7103,0.117028,-399.788979,-399.780802,-399.779858,-399.82215,28.615
CC1OC1C(=O)C=O,2.0,3.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8241,60.09,-0.2563,-0.106,0.1503,985.5841,0.104027,-419.66948,-419.661358,-419.660413,-419.702686,27.936
CN1CC1C(=O)C=O,2.0,2.0,5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1789,65.48,-0.2384,-0.1005,0.1379,993.0005,0.116669,-399.779495,-399.77136,-399.770416,-399.812522,28.474
OC1CC1C(=O)C=O,2.0,3.0,5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5595,61.35,-0.2537,-0.0993,0.1544,963.1281,0.10515,-419.678947,-419.671292,-419.670348,-419.711304,27.643
CC1CC1C(=O)CO,1.0,2.0,6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.339,69.98,-0.2632,-0.0243,0.2389,1129.6363,0.152353,-384.950577,-384.941941,-384.940996,-384.983973,31.504
CC1CN1C(=O)CO,1.0,2.0,5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1079,66.25,-0.2573,0.0006,0.2579,1076.244,0.140697,-400.998531,-400.989928,-400.988983,-401.031991,30.605
CC1NC1C(=O)CO,1.0,2.0,5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0655,66.64,-0.2588,-0.0314,0.2274,1118.3169,0.140815,-400.986182,-400.977665,-400.976721,-401.019562,30.698
CC1OC1C(=O)CO,1.0,3.0,5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0401,62.82,-0.2708,-0.0438,0.227,1094.0599,0.127824,-420.867611,-420.859133,-420.858189,-420.901005,30.042
CCC(=O)C1CC1C,1.0,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4795,76.71,-0.239,-0.0078,0.2312,1194.0777,0.175359,-349.026414,-349.01717,-349.016226,-349.060684,33.411
CCC(=O)C1CC1O,1.0,2.0,6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1413,69.83,-0.2407,-0.0202,0.2205,1125.3475,0.152152,-384.953105,-384.944535,-384.943591,-384.986591,31.45
CCC(=O)C1CN1C,1.0,1.0,6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5632,73.95,-0.2263,-0.0219,0.2044,1160.2326,0.163556,-365.054161,-365.045075,-365.04413,-365.088267,32.439
CCC(=O)C1NC1C,1.0,1.0,6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7087,73.32,-0.2375,-0.014,0.2235,1182.7069,0.163875,-365.062414,-365.0533,-365.052356,-365.096632,32.593
CCC(=O)C1OC1C,1.0,2.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2974,69.38,-0.2481,-0.026,0.2221,1155.8469,0.150918,-384.944946,-384.935885,-384.934941,-384.979193,31.892
CCC(=O)N1CC1C,1.0,1.0,6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0974,73.28,-0.2407,0.0159,0.2566,1140.8805,0.163654,-365.075094,-365.065881,-365.064937,-365.109748,32.483
CN1CC1C(=O)CO,1.0,2.0,5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0605,67.37,-0.2416,-0.0385,0.203,1094.9848,0.140492,-400.977551,-400.969059,-400.968114,-401.01081,30.57
CNC(=O)C1CC1C,1.0,1.0,6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2941,74.45,-0.2425,0.0328,0.2753,1145.8471,0.16501,-365.091907,-365.082754,-365.08181,-365.125993,32.716
CNC(=O)C1CC1O,1.0,2.0,5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4249,67.45,-0.2334,0.0207,0.2541,1080.1869,0.141923,-401.019408,-401.010965,-401.010021,-401.05273,30.602
CNC(=O)C1CN1C,1.0,1.0,5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7604,71.53,-0.2224,0.018,0.2404,1106.5646,0.153235,-381.120715,-381.11171,-381.110766,-381.154715,31.723
CNC(=O)C1NC1C,1.0,1.0,5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5398,71.17,-0.2391,0.0253,0.2644,1140.3905,0.15345,-381.127914,-381.118846,-381.117902,-381.162128,31.947
CNC(=O)C1OC1C,1.0,2.0,5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5215,65.85,-0.2462,0.0192,0.2654,1032.2108,0.140985,-401.016213,-401.00737,-401.006426,-401.050018,30.903
CNC(=O)N1CC1C,1.0,1.0,5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3255,70.34,-0.2412,0.0502,0.2914,1077.3048,0.153136,-381.135158,-381.126102,-381.125158,-381.169196,31.779
COC(=O)C1CC1C,1.0,2.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.4741,69.99,-0.2654,0.0144,0.2798,1107.6995,0.152756,-384.969525,-384.960725,-384.95978,-385.003212,31.214
